,userid,itemid,labels
71189,650,1532,0
71190,650,1175,0
71191,650,1122,0
71192,650,875,0
71193,650,1346,0
71194,650,973,0
71195,650,1331,0
71196,650,1425,0
71197,650,147,0
71198,650,1007,0
71199,650,1564,0
71200,650,1222,0
71201,650,1070,0
71202,650,1406,0
71203,650,906,0
71204,650,1420,0
71205,650,67,0
71206,650,45,0
71207,650,295,0
71208,650,891,0
71209,650,744,0
71210,650,1032,0
71211,650,1297,0
71212,650,1357,0
71213,650,838,0
71214,650,39,0
71215,650,916,0
71216,650,104,0
71217,650,1186,0
71218,650,600,0
71219,650,461,0
71220,650,1649,0
71221,650,1274,0
71222,650,1504,0
71223,650,252,0
71224,650,41,0
71225,650,1616,0
71226,650,278,0
71227,650,1279,0
71228,650,778,0
71229,650,731,0
71230,650,1093,0
71231,650,1184,0
71232,650,1336,0
71233,650,1179,0
71234,650,610,0
71235,650,1558,0
71236,650,909,0
71237,650,831,0
71238,650,1348,0
71239,650,277,0
71240,650,287,0
71241,650,1401,0
71242,650,813,0
71243,650,467,0
71244,650,1393,0
71245,650,406,0
71246,650,1348,0
71247,650,1653,0
71248,650,727,0
71249,650,287,0
71250,650,1105,0
71251,650,1589,0
71252,650,332,0
71253,650,683,0
71254,650,762,0
71255,650,1562,0
71256,650,1477,0
71257,650,112,0
71258,650,1431,0
71259,650,1230,0
71260,650,264,0
71261,650,1087,0
71262,650,1133,0
71263,650,475,0
71264,650,986,0
71265,650,1277,0
71266,650,539,0
71267,650,925,0
71268,650,105,0
71269,650,1335,0
71270,650,139,0
71271,650,1302,0
71272,650,1310,0
71273,650,1175,0
71274,650,1423,0
71275,650,729,0
71276,650,1662,0
71277,650,36,0
71278,650,469,0
71279,650,1335,0
71280,650,600,0
71281,650,392,0
71282,650,1192,0
71283,650,994,0
71284,650,354,0
71285,650,1670,0
71286,650,190,0
71287,650,848,0
71288,650,903,0
71289,650,1640,0
71290,650,903,0
71291,650,1210,0
71292,650,1409,0
71293,650,111,0
71294,650,1457,0
71295,650,103,0
71296,650,541,0
71297,650,1156,0
71298,650,1373,0
71299,650,1029,0
71300,650,1019,0
71301,650,1336,0
71302,650,469,0
71303,650,1650,0
71304,650,425,0
71305,650,1576,0
71306,650,48,0
71307,650,1386,0
71308,650,291,0
71309,650,1051,0
71310,650,1150,0
71311,650,387,0
71312,650,67,0
71313,650,1367,0
71314,650,1469,0
71315,650,1409,0
71316,650,1359,0
71317,650,863,0
71318,650,1310,0
71319,650,863,0
71320,650,1552,0
71321,650,698,0
71322,650,769,0
71323,650,1503,0
71324,650,338,0
71325,650,470,0
71326,650,440,0
71327,650,178,0
71328,650,887,0
71329,650,711,0
71330,650,1533,0
71331,650,796,0
71332,650,761,0
71333,650,899,0
71334,650,36,0
71335,650,285,0
71336,650,985,0
71337,650,1024,0
71338,650,1064,0
71339,650,845,0
71340,650,1251,0
71341,650,1102,0
71342,650,277,0
71343,650,740,0
71344,650,741,0
71345,650,1597,0
71346,650,596,0
71347,650,1675,0
71348,650,1449,0
71349,650,1154,0
71350,650,973,0
71351,650,1486,0
71352,650,148,0
71353,650,1600,0
71354,650,1352,0
71355,650,693,0
71356,650,885,0
71357,650,1064,0
71358,650,1282,0
71359,650,1633,0
71360,650,76,0
71361,650,584,0
71362,650,647,0
71363,650,1461,0
71364,650,1551,0
71365,650,1424,0
71366,650,971,0
71367,650,1288,0
71368,650,906,0
71369,650,1274,0
71370,650,41,0
71371,650,1442,0
71372,650,1457,0
71373,650,1619,0
71374,650,532,0
71375,650,999,0
71376,650,455,0
71377,650,533,0
71378,650,332,0
71379,650,1014,0
71380,650,1212,0
71381,650,1255,0
71382,650,871,0
71383,650,824,0
71384,650,1172,0
71385,650,1514,0
71386,650,213,0
71387,650,16,0
71388,650,32,0
71389,650,1253,0
71390,650,43,0
71391,651,1279,0
71392,651,822,0
71393,651,97,0
71394,651,794,0
71395,651,1336,0
71396,651,1571,0
71397,651,692,0
71398,651,644,0
71399,651,931,0
71400,651,1251,0
71401,651,632,0
71402,651,174,0
71403,651,1500,0
71404,651,876,0
71405,651,866,0
71406,651,500,0
71407,651,82,0
71408,651,1157,0
71409,651,840,0
71410,651,1198,0
71411,651,785,0
71412,652,1173,0
71413,652,765,0
71414,652,1127,0
71415,652,522,0
71416,652,25,0
71417,652,684,0
71418,652,852,0
71419,652,1136,0
71420,652,530,0
71421,652,315,0
71422,652,1290,0
71423,652,1231,0
71424,652,1219,0
71425,652,411,0
71426,652,915,0
71427,652,1328,0
71428,652,515,0
71429,652,21,0
71430,652,1343,0
71431,652,1317,0
71432,652,44,0
71433,652,373,0
71434,653,811,0
71435,653,1348,0
71436,653,1583,0
71437,653,1604,0
71438,653,1006,0
71439,653,753,0
71440,653,602,0
71441,653,1305,0
71442,653,1063,0
71443,653,439,0
71444,653,369,0
71445,653,129,0
71446,653,325,0
71447,653,315,0
71448,653,150,0
71449,653,1573,0
71450,653,113,0
71451,653,1457,0
71452,653,614,0
71453,653,1201,0
71454,653,1121,0
71455,653,1276,0
71456,653,242,0
71457,653,1220,0
71458,653,283,0
71459,653,808,0
71460,653,1262,0
71461,653,1197,0
71462,653,1506,0
71463,653,427,0
71464,653,1638,0
71465,653,749,0
71466,653,1474,0
71467,653,883,0
71468,653,1494,0
71469,653,1626,0
71470,653,384,0
71471,653,1387,0
71472,653,1310,0
71473,653,1656,0
71474,653,1309,0
71475,653,1456,0
71476,653,1045,0
71477,653,353,0
71478,653,1347,0
71479,653,295,0
71480,653,1075,0
71481,653,212,0
71482,653,26,0
71483,653,781,0
71484,653,993,0
71485,653,299,0
71486,653,351,0
71487,653,534,0
71488,653,162,0
71489,653,1067,0
71490,653,148,0
71491,653,873,0
71492,653,1002,0
71493,653,1522,0
71494,653,421,0
71495,653,1643,0
71496,653,810,0
71497,653,452,0
71498,653,996,0
71499,653,866,0
71500,653,993,0
71501,653,1070,0
71502,653,1076,0
71503,653,1149,0
71504,653,1508,0
71505,653,591,0
71506,653,1252,0
71507,653,1504,0
71508,653,1335,0
71509,653,789,0
71510,653,387,0
71511,653,1638,0
71512,653,1541,0
71513,653,770,0
71514,653,937,0
71515,653,599,0
71516,653,587,0
71517,653,434,0
71518,653,59,0
71519,653,753,0
71520,653,559,0
71521,653,1461,0
71522,653,48,0
71523,653,75,0
71524,653,486,0
71525,653,893,0
71526,653,390,0
71527,653,319,0
71528,653,1392,0
71529,653,1370,0
71530,653,450,0
71531,653,537,0
71532,653,605,0
71533,653,610,0
71534,653,17,0
71535,653,730,0
71536,653,499,0
71537,653,1123,0
71538,653,695,0
71539,653,905,0
71540,653,296,0
71541,653,375,0
71542,653,940,0
71543,653,1247,0
71544,653,683,0
71545,653,295,0
71546,653,1258,0
71547,653,618,0
71548,653,1120,0
71549,653,1473,0
71550,653,1554,0
71551,653,1037,0
71552,653,452,0
71553,653,740,0
71554,653,400,0
71555,653,1085,0
71556,653,1319,0
71557,653,757,0
71558,653,1549,0
71559,653,1202,0
71560,653,1186,0
71561,653,1376,0
71562,653,672,0
71563,653,1129,0
71564,653,766,0
71565,653,1326,0
71566,653,1299,0
71567,653,1527,0
71568,653,971,0
71569,653,849,0
71570,653,1630,0
71571,653,553,0
71572,653,1346,0
71573,653,1474,0
71574,653,1357,0
71575,653,1589,0
71576,653,110,0
71577,653,1249,0
71578,653,650,0
71579,653,383,0
71580,653,536,0
71581,653,1635,0
71582,653,926,0
71583,653,1380,0
71584,653,1658,0
71585,653,533,0
71586,653,1519,0
71587,653,533,0
71588,653,1094,0
71589,653,120,0
71590,653,1645,0
71591,653,1154,0
71592,653,1624,0
71593,653,884,0
71594,653,1251,0
71595,653,1072,0
71596,653,530,0
71597,653,1069,0
71598,653,268,0
71599,653,1341,0
71600,653,1421,0
71601,653,421,0
71602,653,1458,0
71603,653,1606,0
71604,653,1025,0
71605,653,1459,0
71606,653,1091,0
71607,653,456,0
71608,653,587,0
71609,653,1388,0
71610,653,295,0
71611,653,532,0
71612,653,1011,0
71613,653,342,0
71614,653,1521,0
71615,653,1614,0
71616,653,347,0
71617,653,682,0
71618,653,75,0
71619,653,1470,0
71620,653,247,0
71621,653,1670,0
71622,653,634,0
71623,653,851,0
71624,653,1069,0
71625,653,731,0
71626,653,883,0
71627,653,1324,0
71628,653,1296,0
71629,653,1283,0
71630,653,723,0
71631,653,1544,0
71632,653,1597,0
71633,653,960,0
71634,653,1646,0
71635,653,1164,0
71636,653,20,0
71637,653,678,0
71638,653,339,0
71639,653,90,0
71640,653,1110,0
71641,653,1025,0
71642,653,1441,0
71643,653,662,0
71644,653,303,0
71645,653,1663,0
71646,653,1583,0
71647,653,288,0
71648,653,1353,0
71649,653,1045,0
71650,653,1655,0
71651,653,1098,0
71652,653,1441,0
71653,653,158,0
71654,653,1621,0
71655,653,906,0
71656,653,1212,0
71657,653,1030,0
71658,653,1104,0
71659,653,115,0
71660,653,1332,0
71661,653,629,0
71662,653,687,0
71663,653,803,0
71664,653,1426,0
71665,653,218,0
71666,653,40,0
71667,653,727,0
71668,653,1104,0
71669,653,624,0
71670,653,1654,0
71671,653,887,0
71672,653,116,0
71673,653,609,0
71674,653,938,0
71675,653,1571,0
71676,653,338,0
71677,653,587,0
71678,653,13,0
71679,653,453,0
71680,653,914,0
71681,653,1519,0
71682,653,1556,0
71683,653,490,0
71684,653,221,0
71685,653,649,0
71686,653,1270,0
71687,653,1388,0
71688,653,1120,0
71689,653,764,0
71690,653,883,0
71691,653,1666,0
71692,653,336,0
71693,653,1634,0
71694,653,1498,0
71695,653,440,0
71696,653,1129,0
71697,653,1481,0
71698,653,557,0
71699,653,1262,0
71700,653,549,0
71701,653,1440,0
71702,653,1113,0
71703,653,1257,0
71704,653,1614,0
71705,653,1627,0
71706,653,1391,0
71707,653,726,0
71708,653,535,0
71709,653,997,0
71710,653,772,0
71711,653,343,0
71712,653,1259,0
71713,653,1345,0
71714,653,972,0
71715,653,1358,0
71716,653,382,0
71717,654,84,0
71718,654,1647,0
71719,654,93,0
71720,654,1594,0
71721,654,202,0
71722,654,314,0
71723,654,1339,0
71724,654,1367,0
71725,654,844,0
71726,654,256,0
71727,654,745,0
71728,654,1205,0
71729,654,1102,0
71730,654,777,0
71731,654,1667,0
71732,654,130,0
71733,654,1613,0
71734,654,834,0
71735,654,1081,0
71736,654,1107,0
71737,654,1299,0
71738,654,927,0
71739,654,1144,0
71740,654,57,0
71741,654,1364,0
71742,654,1052,0
71743,654,637,0
71744,654,1389,0
71745,654,710,0
71746,654,409,0
71747,654,1261,0
71748,654,126,0
71749,654,1284,0
71750,654,205,0
71751,654,610,0
71752,654,440,0
71753,654,1443,0
71754,654,213,0
71755,654,760,0
71756,654,1313,0
71757,654,1127,0
71758,654,1561,0
71759,654,1189,0
71760,654,892,0
71761,654,322,0
71762,654,331,0
71763,654,357,0
71764,654,955,0
71765,654,1666,0
71766,654,327,0
71767,654,556,0
71768,654,1073,0
71769,654,978,0
71770,654,1553,0
71771,654,1303,0
71772,654,1558,0
71773,654,725,0
71774,654,1608,0
71775,654,1007,0
71776,654,1561,0
71777,654,435,0
71778,654,1017,0
71779,654,1651,0
71780,654,262,0
71781,654,1339,0
71782,654,142,0
71783,654,329,0
71784,654,1678,0
71785,654,1579,0
71786,654,1448,0
71787,654,1463,0
71788,654,1405,0
71789,654,976,0
71790,654,1397,0
71791,654,320,0
71792,654,437,0
71793,654,101,0
71794,654,57,0
71795,654,531,0
71796,654,844,0
71797,654,1578,0
71798,654,1190,0
71799,654,194,0
71800,654,1532,0
71801,654,1272,0
71802,654,1417,0
71803,654,413,0
71804,654,333,0
71805,654,1224,0
71806,654,1236,0
71807,654,1244,0
71808,654,349,0
71809,654,500,0
71810,654,675,0
71811,654,1581,0
71812,654,679,0
71813,654,1431,0
71814,654,1344,0
71815,654,1407,0
71816,654,1578,0
71817,654,1396,0
71818,654,687,0
71819,654,966,0
71820,654,1312,0
71821,654,1249,0
71822,654,92,0
71823,654,1422,0
71824,654,1226,0
71825,654,674,0
71826,654,893,0
71827,654,1623,0
71828,654,18,0
71829,654,115,0
71830,654,1644,0
71831,654,671,0
71832,654,539,0
71833,654,1636,0
71834,654,106,0
71835,654,1487,0
71836,654,983,0
71837,654,46,0
71838,654,1103,0
71839,654,1679,0
71840,654,1300,0
71841,654,998,0
71842,654,126,0
71843,654,386,0
71844,654,1377,0
71845,654,420,0
71846,654,1097,0
71847,654,1646,0
71848,654,1269,0
71849,654,887,0
71850,654,432,0
71851,654,1418,0
71852,654,777,0
71853,654,1450,0
71854,654,484,0
71855,654,1326,0
71856,654,1627,0
71857,654,384,0
71858,654,768,0
71859,654,307,0
71860,654,933,0
71861,654,997,0
71862,654,1322,0
71863,654,782,0
71864,655,1297,0
71865,655,1200,0
71866,655,1671,0
71867,655,1393,0
71868,655,593,0
71869,655,1264,0
71870,655,225,0
71871,655,362,0
71872,655,241,0
71873,655,1327,0
71874,655,1593,0
71875,655,1075,0
71876,655,424,0
71877,655,141,0
71878,655,194,0
71879,655,1555,0
71880,655,374,0
71881,655,760,0
71882,655,353,0
71883,655,1657,0
71884,655,436,0
71885,655,1294,0
71886,655,331,0
71887,655,1552,0
71888,655,1569,0
71889,655,1159,0
71890,655,1057,0
71891,655,485,0
71892,655,1202,0
71893,655,74,0
71894,655,1051,0
71895,655,575,0
71896,655,1001,0
71897,655,1626,0
71898,655,445,0
71899,655,85,0
71900,655,548,0
71901,655,934,0
71902,655,1672,0
71903,655,1433,0
71904,655,1034,0
71905,655,1544,0
71906,655,1604,0
71907,655,1312,0
71908,655,1483,0
71909,655,395,0
71910,655,1606,0
71911,655,1389,0
71912,655,336,0
71913,655,1093,0
71914,655,1076,0
71915,655,837,0
71916,655,163,0
71917,655,1668,0
71918,655,3,0
71919,655,809,0
71920,655,1260,0
71921,655,1569,0
71922,655,526,0
71923,655,1093,0
71924,655,1104,0
71925,655,490,0
71926,655,989,0
71927,655,965,0
71928,655,1317,0
71929,655,623,0
71930,655,95,0
71931,655,119,0
71932,655,1491,0
71933,655,472,0
71934,655,1324,0
71935,655,1359,0
71936,655,1228,0
71937,655,754,0
71938,655,78,0
71939,655,626,0
71940,655,29,0
71941,655,362,0
71942,655,1251,0
71943,655,1627,0
71944,655,1563,0
71945,655,1443,0
71946,655,1202,0
71947,655,756,0
71948,655,556,0
71949,655,1033,0
71950,655,1225,0
71951,655,598,0
71952,655,627,0
71953,655,1653,0
71954,655,570,0
71955,655,641,0
71956,655,801,0
71957,655,445,0
71958,655,1264,0
71959,655,1510,0
71960,655,643,0
71961,655,353,0
71962,655,1021,0
71963,655,1276,0
71964,655,477,0
71965,655,1203,0
71966,655,1552,0
71967,655,562,0
71968,655,804,0
71969,655,225,0
71970,655,1218,0
71971,655,1455,0
71972,655,1405,0
71973,655,652,0
71974,655,1455,0
71975,655,659,0
71976,655,1343,0
71977,655,538,0
71978,655,1672,0
71979,655,1444,0
71980,655,1382,0
71981,655,759,0
71982,655,68,0
71983,655,630,0
71984,655,227,0
71985,655,1234,0
71986,655,241,0
71987,655,868,0
71988,655,278,0
71989,655,780,0
71990,655,615,0
71991,655,964,0
71992,655,1183,0
71993,655,969,0
71994,655,1430,0
71995,655,1336,0
71996,655,1603,0
71997,655,561,0
71998,655,854,0
71999,655,1432,0
72000,655,878,0
72001,655,810,0
72002,655,1410,0
72003,655,407,0
72004,655,922,0
72005,655,973,0
72006,655,1072,0
72007,655,822,0
72008,655,163,0
72009,655,384,0
72010,655,1474,0
72011,655,1509,0
72012,655,539,0
72013,655,309,0
72014,655,1330,0
72015,655,1361,0
72016,655,1025,0
72017,655,545,0
72018,655,701,0
72019,655,623,0
72020,655,1679,0
72021,655,1485,0
72022,655,1498,0
72023,655,1078,0
72024,655,1667,0
72025,655,754,0
72026,655,380,0
72027,655,745,0
72028,655,1587,0
72029,655,569,0
72030,655,706,0
72031,655,1546,0
72032,655,1391,0
72033,655,1495,0
72034,655,1349,0
72035,655,329,0
72036,655,1243,0
72037,655,993,0
72038,655,1486,0
72039,655,74,0
72040,655,1486,0
72041,655,169,0
72042,655,29,0
72043,655,1548,0
72044,655,1075,0
72045,655,201,0
72046,655,377,0
72047,655,158,0
72048,655,824,0
72049,655,1615,0
72050,655,857,0
72051,655,1438,0
72052,655,548,0
72053,655,641,0
72054,655,555,0
72055,655,957,0
72056,655,1588,0
72057,655,1156,0
72058,655,1454,0
72059,655,842,0
72060,655,259,0
72061,655,361,0
72062,655,818,0
72063,655,1206,0
72064,655,445,0
72065,655,398,0
72066,655,1376,0
72067,655,1060,0
72068,655,933,0
72069,655,1126,0
72070,655,886,0
72071,655,1609,0
72072,655,1429,0
72073,655,1350,0
72074,655,1587,0
72075,655,490,0
72076,655,714,0
72077,655,1292,0
72078,655,266,0
72079,655,413,0
72080,655,870,0
72081,655,808,0
72082,655,876,0
72083,655,943,0
72084,655,1658,0
72085,655,1355,0
72086,655,1314,0
72087,655,1390,0
72088,655,861,0
72089,655,1182,0
72090,655,201,0
72091,655,1405,0
72092,655,90,0
72093,655,439,0
72094,655,925,0
72095,655,1331,0
72096,655,622,0
72097,655,1447,0
72098,655,669,0
72099,655,1138,0
72100,655,549,0
72101,655,1138,0
72102,655,329,0
72103,655,557,0
72104,655,1271,0
72105,655,130,0
72106,655,109,0
72107,655,1618,0
72108,655,1574,0
72109,655,136,0
72110,655,1250,0
72111,655,453,0
72112,655,714,0
72113,655,771,0
72114,655,1092,0
72115,655,1346,0
72116,655,1346,0
72117,655,1541,0
72118,655,1434,0
72119,655,1660,0
72120,655,1089,0
72121,655,331,0
72122,655,1253,0
72123,655,1519,0
72124,655,555,0
72125,655,78,0
72126,655,1303,0
72127,655,991,0
72128,655,1627,0
72129,655,561,0
72130,655,1408,0
72131,655,598,0
72132,655,261,0
72133,655,335,0
72134,655,843,0
72135,655,680,0
72136,655,1495,0
72137,655,1409,0
72138,655,791,0
72139,655,1399,0
72140,655,1556,0
72141,655,407,0
72142,655,943,0
72143,655,1447,0
72144,655,596,0
72145,655,763,0
72146,655,389,0
72147,655,245,0
72148,655,1222,0
72149,655,1289,0
72150,655,322,0
72151,655,928,0
72152,655,1033,0
72153,655,577,0
72154,655,1047,0
72155,655,1401,0
72156,655,1543,0
72157,655,1283,0
72158,655,225,0
72159,655,620,0
72160,655,1006,0
72161,655,586,0
72162,655,1655,0
72163,655,1669,0
72164,655,933,0
72165,655,675,0
72166,655,1228,0
72167,655,163,0
72168,655,83,0
72169,655,1612,0
72170,655,983,0
72171,655,1043,0
72172,655,1563,0
72173,655,1469,0
72174,655,1386,0
72175,655,329,0
72176,655,1591,0
72177,655,494,0
72178,655,1352,0
72179,655,925,0
72180,655,17,0
72181,655,1383,0
72182,655,1025,0
72183,655,970,0
72184,655,737,0
72185,655,1132,0
72186,655,569,0
72187,655,91,0
72188,655,564,0
72189,655,997,0
72190,655,336,0
72191,655,1666,0
72192,655,719,0
72193,655,1660,0
72194,655,362,0
72195,655,1183,0
72196,655,1242,0
72197,655,141,0
72198,655,1297,0
72199,655,1476,0
72200,655,1094,0
72201,655,1027,0
72202,655,984,0
72203,655,1512,0
72204,655,965,0
72205,655,1207,0
72206,655,1521,0
72207,655,1247,0
72208,655,261,0
72209,655,109,0
72210,655,1565,0
72211,655,1083,0
72212,655,264,0
72213,655,1599,0
72214,655,1302,0
72215,655,109,0
72216,655,1261,0
72217,655,1391,0
72218,655,870,0
72219,655,1210,0
72220,655,1177,0
72221,655,1110,0
72222,655,1043,0
72223,655,1593,0
72224,655,1330,0
72225,655,1365,0
72226,655,851,0
72227,655,1596,0
72228,655,1146,0
72229,655,809,0
72230,655,1670,0
72231,655,1484,0
72232,655,1051,0
72233,655,703,0
72234,655,1594,0
72235,655,978,0
72236,655,1327,0
72237,655,1425,0
72238,655,1530,0
72239,655,1207,0
72240,655,989,0
72241,655,394,0
72242,655,774,0
72243,655,1455,0
72244,655,932,0
72245,655,501,0
72246,655,1386,0
72247,655,784,0
72248,655,1574,0
72249,655,981,0
72250,655,199,0
72251,655,120,0
72252,655,1148,0
72253,655,968,0
72254,655,490,0
72255,655,1496,0
72256,655,1138,0
72257,655,140,0
72258,655,1551,0
72259,655,1182,0
72260,655,373,0
72261,655,431,0
72262,655,1625,0
72263,655,864,0
72264,655,1091,0
72265,655,261,0
72266,655,1247,0
72267,655,1076,0
72268,655,1656,0
72269,655,1247,0
72270,655,837,0
72271,655,797,0
72272,655,1670,0
72273,655,470,0
72274,655,472,0
72275,655,1037,0
72276,655,817,0
72277,655,595,0
72278,655,1280,0
72279,655,1228,0
72280,655,1459,0
72281,655,1037,0
72282,655,1672,0
72283,655,1152,0
72284,655,1374,0
72285,655,1592,0
72286,655,842,0
72287,655,820,0
72288,655,1511,0
72289,655,1369,0
72290,655,1394,0
72291,655,206,0
72292,655,463,0
72293,655,1612,0
72294,655,1276,0
72295,655,1039,0
72296,655,1517,0
72297,655,1077,0
72298,655,1210,0
72299,655,1429,0
72300,655,832,0
72301,655,1610,0
72302,655,774,0
72303,655,575,0
72304,655,1500,0
72305,655,1219,0
72306,655,1679,0
72307,655,1521,0
72308,655,991,0
72309,655,681,0
72310,655,1674,0
72311,655,351,0
72312,655,1555,0
72313,655,1095,0
72314,655,985,0
72315,655,1314,0
72316,655,62,0
72317,655,1215,0
72318,655,1336,0
72319,655,1551,0
72320,655,430,0
72321,655,266,0
72322,655,453,0
72323,655,871,0
72324,655,1495,0
72325,655,1491,0
72326,655,1487,0
72327,655,1364,0
72328,655,801,0
72329,655,641,0
72330,655,1297,0
72331,655,138,0
72332,655,854,0
72333,655,891,0
72334,655,592,0
72335,655,737,0
72336,655,1382,0
72337,655,120,0
72338,655,1078,0
72339,655,1175,0
72340,655,777,0
72341,655,830,0
72342,655,1540,0
72343,655,1030,0
72344,655,687,0
72345,655,1500,0
72346,655,1377,0
72347,655,1040,0
72348,655,1215,0
72349,655,877,0
72350,655,681,0
72351,655,666,0
72352,655,565,0
72353,655,947,0
72354,655,389,0
72355,655,1331,0
72356,655,390,0
72357,655,309,0
72358,655,1625,0
72359,655,1350,0
72360,655,769,0
72361,655,1552,0
72362,655,1663,0
72363,655,1297,0
72364,655,755,0
72365,655,965,0
72366,655,1437,0
72367,655,419,0
72368,655,1159,0
72369,655,664,0
72370,655,1089,0
72371,655,608,0
72372,655,1275,0
72373,655,1427,0
72374,655,635,0
72375,655,1002,0
72376,655,1260,0
72377,655,1032,0
72378,655,95,0
72379,655,883,0
72380,655,439,0
72381,655,1251,0
72382,655,444,0
72383,655,562,0
72384,655,1156,0
72385,655,1305,0
72386,655,1282,0
72387,655,1217,0
72388,655,818,0
72389,655,982,0
72390,655,1670,0
72391,655,599,0
72392,655,1489,0
72393,655,1511,0
72394,655,1306,0
72395,655,1047,0
72396,655,1181,0
72397,655,1015,0
72398,655,1187,0
72399,655,1422,0
72400,655,1096,0
72401,655,526,0
72402,655,244,0
72403,655,465,0
72404,655,1468,0
72405,655,1200,0
72406,655,1482,0
72407,655,168,0
72408,655,1323,0
72409,655,779,0
72410,655,1328,0
72411,655,1309,0
72412,655,163,0
72413,655,1567,0
72414,655,1172,0
72415,655,1023,0
72416,655,1039,0
72417,655,1305,0
72418,655,587,0
72419,655,1416,0
72420,655,1443,0
72421,655,1511,0
72422,655,1524,0
72423,655,108,0
72424,655,1542,0
72425,655,1004,0
72426,655,398,0
72427,655,199,0
72428,655,1666,0
72429,655,484,0
72430,655,917,0
72431,655,29,0
72432,655,1145,0
72433,655,937,0
72434,655,398,0
72435,655,299,0
72436,655,1095,0
72437,655,1371,0
72438,655,1179,0
72439,655,1427,0
72440,655,946,0
72441,655,353,0
72442,655,1417,0
72443,655,1227,0
72444,655,1460,0
72445,655,1216,0
72446,655,437,0
72447,655,1567,0
72448,655,1663,0
72449,655,422,0
72450,655,768,0
72451,655,453,0
72452,655,1519,0
72453,655,1162,0
72454,655,1652,0
72455,655,1021,0
72456,655,940,0
72457,655,329,0
72458,655,625,0
72459,655,548,0
72460,655,783,0
72461,655,1119,0
72462,655,859,0
72463,655,1092,0
72464,655,1541,0
72465,655,1293,0
72466,655,1219,0
72467,655,83,0
72468,655,1420,0
72469,655,1571,0
72470,655,878,0
72471,655,457,0
72472,655,924,0
72473,655,477,0
72474,655,967,0
72475,655,1272,0
72476,655,424,0
72477,655,1115,0
72478,655,136,0
72479,655,1606,0
72480,655,1620,0
72481,655,1597,0
72482,655,1455,0
72483,655,1590,0
72484,655,986,0
72485,655,570,0
72486,655,1590,0
72487,655,1559,0
72488,655,763,0
72489,655,949,0
72490,655,997,0
72491,655,1035,0
72492,655,870,0
72493,655,920,0
72494,655,482,0
72495,655,102,0
72496,655,217,0
72497,655,399,0
72498,655,1531,0
72499,655,625,0
72500,655,431,0
72501,655,1572,0
72502,655,1502,0
72503,655,1471,0
72504,655,1401,0
72505,655,1670,0
72506,655,1429,0
72507,655,1558,0
72508,655,1526,0
72509,655,795,0
72510,655,861,0
72511,655,1164,0
72512,655,1303,0
72513,655,1180,0
72514,655,1279,0
72515,655,637,0
72516,655,399,0
72517,655,1521,0
72518,655,336,0
72519,655,1250,0
72520,655,659,0
72521,655,1608,0
72522,655,1414,0
72523,655,1547,0
72524,655,177,0
72525,655,1394,0
72526,655,1595,0
72527,655,1419,0
72528,655,351,0
72529,655,1035,0
72530,655,1282,0
72531,655,349,0
72532,655,1123,0
72533,655,1203,0
72534,655,609,0
72535,655,1315,0
72536,655,1469,0
72537,655,1001,0
72538,655,748,0
72539,655,891,0
72540,655,1537,0
72541,655,343,0
72542,655,1661,0
72543,655,787,0
72544,655,992,0
72545,655,308,0
72546,655,1079,0
72547,655,549,0
72548,655,1520,0
72549,656,724,0
72550,656,899,0
72551,656,1632,0
72552,656,922,0
72553,656,112,0
72554,656,1318,0
72555,656,1349,0
72556,656,61,0
72557,656,275,0
72558,656,871,0
72559,656,260,0
72560,656,1317,0
72561,656,677,0
72562,656,131,0
72563,656,247,0
72564,656,1671,0
72565,656,1148,0
72566,656,1056,0
72567,656,1109,0
72568,656,1615,0
72569,656,1086,0
72570,656,1008,0
72571,656,279,0
72572,656,431,0
72573,657,483,0
72574,657,485,0
72575,657,1067,0
72576,657,533,0
72577,657,997,0
72578,657,2,0
72579,657,107,0
72580,657,839,0
72581,657,874,0
72582,657,1158,0
72583,657,679,0
72584,657,1137,0
72585,657,730,0
72586,657,1123,0
72587,657,839,0
72588,657,1634,0
72589,657,1630,0
72590,657,183,0
72591,657,675,0
72592,657,582,0
72593,657,716,0
72594,657,893,0
72595,657,223,0
72596,657,1353,0
72597,657,1616,0
72598,657,1140,0
72599,657,1097,0
72600,657,897,0
72601,657,852,0
72602,658,1651,0
72603,658,1132,0
72604,658,709,0
72605,658,800,0
72606,658,65,0
72607,658,1127,0
72608,658,657,0
72609,658,825,0
72610,658,1014,0
72611,658,1090,0
72612,658,1485,0
72613,658,757,0
72614,658,983,0
72615,658,1266,0
72616,658,157,0
72617,658,913,0
72618,658,847,0
72619,658,613,0
72620,658,1293,0
72621,658,382,0
72622,658,687,0
72623,658,1512,0
72624,658,1651,0
72625,658,1108,0
72626,658,1424,0
72627,658,912,0
72628,658,83,0
72629,658,319,0
72630,658,1672,0
72631,658,579,0
72632,658,882,0
72633,658,1177,0
72634,658,141,0
72635,658,1266,0
72636,658,1456,0
72637,658,1311,0
72638,658,838,0
72639,658,394,0
72640,658,1501,0
72641,658,27,0
72642,658,495,0
72643,658,339,0
72644,658,1425,0
72645,658,1452,0
72646,658,1622,0
72647,658,118,0
72648,658,993,0
72649,658,1473,0
72650,658,385,0
72651,658,893,0
72652,658,837,0
72653,658,835,0
72654,658,189,0
72655,658,52,0
72656,658,1674,0
72657,658,1163,0
72658,658,404,0
72659,658,1342,0
72660,658,644,0
